,ds,y
1982,2015-03-01,0.97
1983,2015-04-01,0.81
1984,2015-05-01,0.82
1985,2015-06-01,0.88
1986,2015-07-01,0.77
1987,2015-08-01,0.83
1988,2015-09-01,0.91
1989,2015-10-01,1.11
1990,2015-11-01,1.06
1991,2015-12-01,1.14
1992,2016-01-01,1.23
1993,2016-02-01,1.34
1994,2016-03-01,1.35
1995,2016-04-01,1.15
1996,2016-05-01,1.0
1997,2016-06-01,0.84
1998,2016-07-01,0.86
1999,2016-08-01,0.96
2000,2016-09-01,0.92
2001,2016-10-01,0.89
2002,2016-11-01,0.95
2003,2016-12-01,0.9
2004,2017-01-01,1.06
2005,2017-02-01,1.12
2006,2017-03-01,1.18
2007,2017-04-01,0.98
2008,2017-05-01,0.91
2009,2017-06-01,0.77
2010,2017-07-01,0.83
2011,2017-08-01,0.89
2012,2017-09-01,0.84
2013,2017-10-01,0.92
2014,2017-11-01,0.92
2015,2017-12-01,0.99
2016,2018-01-01,0.83
2017,2018-02-01,0.89
2018,2018-03-01,0.93
2019,2018-04-01,0.9
2020,2018-05-01,0.82
2021,2018-06-01,0.76
2022,2018-07-01,0.8
2023,2018-08-01,0.75
2024,2018-09-01,0.81
2025,2018-10-01,1.06
2026,2018-11-01,0.84
2027,2018-12-01,0.93
2028,2019-01-01,0.92
2029,2019-02-01,0.92
2030,2019-03-01,1.16
2031,2019-04-01,1.03
2032,2019-05-01,0.9
2033,2019-06-01,0.91
2034,2019-07-01,0.91
2035,2019-08-01,0.91
2036,2019-09-01,0.97
2037,2019-10-01,1.01
2038,2019-11-01,0.99
2039,2019-12-01,1.1
2040,2020-01-01,1.14
2041,2020-02-01,1.2
2042,2020-03-01,1.16
2043,2020-04-01,1.14
2044,2020-05-01,1.0
2045,2020-06-01,0.93
2046,2020-07-01,0.91
2047,2020-08-01,0.9
2048,2020-09-01,0.98
2049,2020-10-01,0.91
2050,2020-11-01,1.06
2051,2020-12-01,0.84
2052,2021-01-01,0.84
2053,2021-02-01,0.66
2054,2021-03-01,0.89
2055,2021-04-01,0.8
2056,2021-05-01,0.81
2057,2021-06-01,0.86
2058,2021-07-01,0.92
2059,2021-08-01,0.84
2060,2021-09-01,0.92
2061,2021-10-01,1.0
2062,2021-11-01,0.95
2063,2021-12-01,0.87
2064,2022-01-01,0.93
2065,2022-02-01,0.92
2066,2022-03-01,1.11
2067,2022-04-01,0.9
2068,2022-05-01,0.86
2069,2022-06-01,0.9
2070,2022-07-01,0.89
2071,2022-08-01,0.93
